number,meal_type,meal_slot,tags,title,ingredients,instructions,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),Water (g)
200321,recipe,,Beef Mains,Pot Roast,"['Chuck roast', 'Salt', 'Black pepper', 'Olive oil', 'Onion', 'Carrots', 'Celery stalks', 'Garlic cloves', 'Potatoes', 'Beef broth', 'Red wine', 'Tomato paste', 'Worcestershire sauce', 'Bay leaves', 'Thyme sprigs']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Season the chuck roast with salt and black pepper.""', '3': '""Heat olive oil in a Dutch oven over medium-high heat.""', '4': '""Once the oil is hot', '5': '""Remove the seared chuck roast from the Dutch oven and set it aside.""', '6': '""Add chopped onions', '7': '""Stir in tomato paste and cook for another 2 minutes.""', '8': '""Pour red wine into the Dutch oven', '9': '""Add beef broth', '10': '""Return the seared chuck roast to the Dutch oven', '11': '""Cover the Dutch oven with a lid and transfer it to the preheated oven.""', '12': '""Braise the pot roast in the oven for about 3 hours', '13': '""Once done', '14': '""Transfer the chuck roast to a cutting board and let it rest for a few minutes before slicing.""', '15': '""While the meat is resting', '16': '""If desired', '17': '""Slice the rested chuck roast against the grain into thick slices.""', '18': '""Serve the pot roast hot', '19': '""Enjoy your delicious and comforting pot roast!""'}",1413.52,148.666,25.367,0,5.537999999999999,79.16300000000001,23.727,42.946000000000005,5.484999999999999,445.0,20.15,1554.2,6363.06,15231.18,0.45,2104.23,491.76,0.527,1.448,30.961,3.112,0.0,71.31,71.31,71.31,442.851,12.95,0,26.427000000000003,0.0,8.472,0,41.35,176.34,1236.09,119.61,0,0,0.556,151.81199999999998,2462.98,2268.03,0.0,0.0,0.0,0
200322,recipe,,Beef Mains,Prime Rib,"['Prime rib roast', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Dried thyme', 'Olive oil', 'Beef broth', 'Red wine']","{'1': '""Preheat your oven to 450Â°F.""', '2': '""In a small bowl', '3': '""Remove the prime rib roast from the refrigerator and let it sit at room temperature for about 30-60 minutes.""', '4': '""Pat the roast dry with paper towels', '5': '""Generously season the entire surface of the roast with the prepared seasoning rub', '6': '""Place a meat thermometer into the thickest part of the roast', '7': '""Transfer the roast to a roasting pan with a rack', '8': '""Roast the prime rib in the preheated oven for 15 minutes to sear the outside.""', '9': '""After 15 minutes', '10': '""Continue roasting the prime rib for about 1.5 to 2 hours', '11': '""Once the roast reaches the desired internal temperature', '12': '""Cover the roast loosely with foil and let it rest for about 15-20 minutes. During this time', '13': '""While the roast is resting', '14': '""Deglaze the pan with beef broth and red wine', '15': '""Simmer the pan drippings until slightly reduced and flavorful', '16': '""Slice the rested prime rib roast against the grain into thick slices.""', '17': '""Serve the prime rib hot', '18': '""Enjoy your perfectly cooked and flavorful prime rib!""'}",1300.0,145.4,0.0,0,0.0,78.6,23.651,42.921,5.261,445.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.365,1.29,28.955,2.7,0.0,30.0,30.0,30.0,421.59,12.95,0,0.0,0.0,7.164000000000001,0,16.3,75.3,1140.0,90.0,0,0,0.38,150.0,1660.3,1860.6,0.0,0.0,0.0,0
200323,recipe,,Beef Mains,Churrasco Steak,"['Flank steak', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Olive oil', 'Lime juice', 'Fresh parsley (optional)']","{'1': '""In a small bowl', '2': '""Pat the flank steak dry with paper towels.""', '3': '""Rub the seasoning mixture all over the flank steak', '4': '""Drizzle olive oil and lime juice over the seasoned flank steak and rub them in to coat.""', '5': '""Cover the flank steak and let it marinate in the refrigerator for at least 30 minutes', '6': '""Preheat your grill to medium-high heat', '7': '""Remove the flank steak from the refrigerator and let it sit at room temperature for about 15-20 minutes.""', '8': '""Once the grill is hot', '9': '""Use tongs to flip the flank steak halfway through the cooking time.""', '10': '""Once done', '11': '""Let the flank steak rest for about 5-10 minutes before slicing.""', '12': '""Slice the flank steak against the grain into thin strips.""', '13': '""Garnish with fresh parsley', '14': '""Serve the Churrasco Steak hot'}",277.5,0.216,1.773,0,0.33,30.018,4.659,20.53,2.8480000000000003,0.0,0.0,0.3,0.0,3.6,0.0,0.0,0.0,0.003,0.01,0.041,0.015,0.0,7.8,7.8,7.8,1.95,0.0,0,0.75,0.0,6.273000000000001,0,7.83,3.9,4.2,4.2,0,0,0.026,0.12,38.7,6.3,0.0,0.0,0.0,0
200324,recipe,,Beef Mains,Beef Stroganoff,"['Beef sirloin or tenderloin', 'Salt', 'Black pepper', 'All-purpose flour', 'Butter', 'Onion', 'Garlic cloves', 'Mushrooms', 'Beef broth', 'Dijon mustard', 'Worcestershire sauce', 'Sour cream', 'Egg noodles', 'Fresh parsley (optional)']","{'1': '""Slice the beef sirloin or tenderloin into thin strips', '2': '""Season the beef strips with salt and black pepper', '3': '""Heat butter in a large skillet over medium-high heat.""', '4': '""Add the seasoned beef strips to the skillet and cook until browned on all sides', '5': '""In the same skillet', '6': '""Add sliced mushrooms to the skillet and cook until they release their moisture and start to brown', '7': '""Return the cooked beef strips to the skillet.""', '8': '""Pour beef broth into the skillet', '9': '""Stir in Dijon mustard and Worcestershire sauce. Bring the mixture to a simmer.""', '10': '""Reduce the heat to low and let the mixture simmer for about 5-10 minutes', '11': '""While the sauce is simmering', '12': '""Once the sauce has thickened slightly', '13': '""Stir in sour cream until well combined', '14': '""Taste the sauce and adjust seasoning if necessary.""', '15': '""Serve the beef stroganoff over cooked egg noodles', '16': '""Enjoy your delicious and creamy Beef Stroganoff!""'}",998.278,84.302,22.818,0,2.43,63.027,31.546,20.144,2.844,336.75,343.35,350.65,0.75,83.34,2.85,0.0,8.040000000000001,0.375,1.848,23.586,1.631,0.0,110.95,110.95,110.95,281.417,7.091,0,8.318000000000001,0.37,0.865,0,7.227,258.24,894.394,84.23,0,0,1.086,122.624,2087.268,1414.438,0.0,0.0,0.0,0
200325,recipe,,Beef Mains,Rib Eye Steak,"['Rib eye steaks', 'Salt', 'Black pepper', 'Olive oil', 'Butter', 'Garlic cloves', 'Fresh thyme sprigs']","{'1': '""Remove the rib eye steaks from the refrigerator and let them sit at room temperature for about 30-60 minutes.""', '2': '""Season both sides of the steaks with salt and black pepper', '3': '""Preheat your grill or grill pan to high heat', '4': '""Drizzle olive oil over the seasoned steaks and rub them to coat evenly.""', '5': '""Once the grill or grill pan is hot', '6': '""Sear the steaks for 3-4 minutes on the first side without moving them', '7': '""During the last minute of cooking', '8': '""Using tongs', '9': '""Remove the rib eye steaks from the grill or pan and transfer them to a plate.""', '10': '""Let the steaks rest for about 5 minutes', '11': '""Slice the rib eye steaks against the grain into thick slices.""', '12': '""Serve the rib eye steaks hot', '13': '""Enjoy your delicious and juicy Rib Eye Steak!""'}",501.42,0.65,1.7,0,0.162,54.683,18.341,25.597,3.612000000000001,70.5,223.2,227.4,0.6,50.64,2.4,0.0,0.84,0.013,0.006,0.04,0.07,0.0,1.62,1.62,1.62,7.116,0.0,0,0.48,0.12,6.269,0,10.002,17.4,15.72,2.1,0,0,0.0199999999999999,0.582,31.14,172.67999999999998,0.0,0.0,0.0,0
200326,recipe,,Pork Mains,Pulled Pork Sandwich,"['Pork shoulder (boneless)', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Brown sugar', 'Apple cider vinegar', 'Worcestershire sauce', 'Ketchup', 'Hamburger buns', 'Coleslaw (optional)']","{'1': '""Preheat your oven to 300Â°F.""', '2': '""In a small bowl', '3': '""Rub the dry rub all over the pork shoulder', '4': '""In a separate bowl', '5': '""Place the seasoned pork shoulder in a roasting pan or Dutch oven.""', '6': '""Pour the sauce over the pork shoulder', '7': '""Cover the roasting pan or Dutch oven with a lid or aluminum foil.""', '8': '""Transfer the roasting pan or Dutch oven to the preheated oven.""', '9': '""Braise the pork shoulder in the oven for about 6-8 hours', '10': '""Once the pork shoulder is cooked', '11': '""Using two forks', '12': '""Assemble the pulled pork sandwiches by placing a generous amount of pulled pork onto each hamburger bun.""', '13': '""If desired', '14': '""Serve the pulled pork sandwiches hot'}",1548.455,88.827,127.513,0,3.785,73.292,28.042,29.505000000000003,5.486,252.96,0.3,17.75,0.3,210.4,0.9,7538.75,134.945,1.192,1.26,25.198,1.534,104.16,151.865,325.465,256.025,261.715,8.333,0,9.504,0.496,1.488,0,18.543,358.33000000000004,757.825,119.935,0,0,0.557,118.202,1619.47,2703.54,0.0,0.0,0.0,0
200327,recipe,,Pork Mains,Pork Ribs,"['Pork ribs (baby back or spare)', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Brown sugar', 'Apple cider vinegar', 'Barbecue sauce']","{'1': '""Preheat your oven to 275Â°F.""', '2': '""In a small bowl', '3': '""Remove the membrane from the back of the ribs if necessary.""', '4': '""Rub the dry rub all over the pork ribs', '5': '""Place the seasoned ribs on a baking sheet lined with aluminum foil.""', '6': '""Pour apple cider vinegar over the ribs', '7': '""Bake the ribs in the preheated oven for 2.5 to 3 hours', '8': '""Once the ribs are cooked', '9': '""Preheat your grill to medium-high heat.""', '10': '""Brush the ribs generously with barbecue sauce on both sides.""', '11': '""Place the ribs on the grill and cook for 5-7 minutes on each side', '12': '""Transfer the ribs to a cutting board and let them rest for a few minutes.""', '13': '""Cut the ribs between the bones into individual portions.""', '14': '""Serve the pork ribs hot'}",458.75,2.112,108.987,0,2.375,1.656,0.126,0.209,0.276,0.0,0.0,27.5,0.0,332.5,5.0,11375.0,230.0,0.071,0.151,1.538,0.199,0.0,5.0,5.0,5.0,18.875,0.0,0,2.0620000000000003,0.0,2.006,0,4.5,87.5,54.375,35.625,0,0,0.188,3.312,643.125,2570.0,0.0,0.0,0.0,0
200328,recipe,,Pork Mains,Pork Chops,"['Pork chops (bone-in or boneless)', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Olive oil', 'Butter', 'Fresh thyme sprigs']","{'1': '""Remove the pork chops from the refrigerator and let them sit at room temperature for about 30 minutes.""', '2': '""In a small bowl', '3': '""Pat the pork chops dry with paper towels', '4': '""Preheat your skillet or grill pan over medium-high heat.""', '5': '""Add olive oil to the skillet or grill pan', '6': '""Cook the pork chops for 4-5 minutes on each side', '7': '""During the last minute of cooking', '8': '""Use a spoon to baste the pork chops with the melted butter and thyme.""', '9': '""Once the pork chops are cooked through', '10': '""Let the pork chops rest for a few minutes before serving to allow the juices to redistribute.""', '11': '""Serve the pork chops hot'}",492.9,0.255,0.018,0,0.0,54.66,18.336,25.596,3.5970000000000004,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.73,0.0,0,0.0,0.12,6.264,0,9.9,6.6,6.6,0.6,0,0,0.002,0.0,7.2,157.79999999999998,0.0,0.0,0.0,0
200329,recipe,,Pork Mains,Pork Tenderloin,"['Pork tenderloin', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Olive oil', 'Dijon mustard', 'Honey', 'Balsamic vinegar']","{'1': '""Preheat your oven to 400Â°F.""', '2': '""In a small bowl', '3': '""Pat the pork tenderloin dry with paper towels', '4': '""In a separate bowl', '5': '""Place the seasoned pork tenderloin in a baking dish or roasting pan.""', '6': '""Pour the marinade over the pork tenderloin', '7': '""Transfer the baking dish or roasting pan to the preheated oven.""', '8': '""Roast the pork tenderloin for 20-25 minutes', '9': '""Once the pork tenderloin is cooked through', '10': '""Slice the pork tenderloin into thick slices and serve hot.""'}",1272.92,167.806,25.332,0,0.06,52.997,12.514,29.276,6.161,462.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096,2.576,50.221,4.742999999999999,0.0,0.6,0.6,0.6,570.915,3.674,0,0.15,1.361,6.808,0,7.8,42.923,1906.286,191.109,0,0,0.753,273.75600000000003,3159.293,2308.315,0.0,0.0,0.0,0
200330,recipe,,Pork Mains,Pork Belly,"['Pork belly', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Brown sugar', 'Soy sauce', 'Honey', 'Rice vinegar']","{'1': '""Preheat your oven to 425Â°F.""', '2': '""In a small bowl', '3': '""Pat the pork belly dry with paper towels', '4': '""In a separate bowl', '5': '""Place the seasoned pork belly in a baking dish or roasting pan.""', '6': '""Pour the marinade over the pork belly', '7': '""Transfer the baking dish or roasting pan to the preheated oven.""', '8': '""Roast the pork belly at 425Â°F for 30 minutes.""', '9': '""Reduce the oven temperature to 325Â°F and continue to roast the pork belly for an additional 2-2.5 hours', '10': '""Once the pork belly is cooked through', '11': '""Slice the pork belly into thick slices and serve hot.""'}",3789.348,246.308,27.801,0,0.56,292.832,105.96,126.852,48.925,943.471,90.718,90.718,0.0,0.0,0.0,0.0,0.0,4.92,3.697000000000001,82.311,4.499,0.0,9.35,9.35,9.35,845.8,8.074,0,0.15,14.515,2.54,0,0.0,521.376,1901.174,228.287,0,0,1.2259999999999998,339.839,2863.878,7498.509,0.0,0.0,0.0,0
200331,recipe,,Pork Mains,Pork Stir-Fry,"['Pork tenderloin', 'Soy sauce', 'Cornstarch', 'Garlic', 'Ginger', 'Vegetable oil', 'Broccoli florets', 'Bell pepper', 'Carrots', 'Green onions', 'Sesame oil', 'Sesame seeds']","{'1': '""Slice the pork tenderloin thinly against the grain.""', '2': '""In a bowl', '3': '""Mince the garlic and grate the ginger.""', '4': '""Heat vegetable oil in a large skillet or wok over medium-high heat.""', '5': '""Add minced garlic and grated ginger to the skillet. Stir-fry for about 30 seconds until fragrant.""', '6': '""Add marinated pork to the skillet', '7': '""Flip the pork slices and add broccoli florets', '8': '""Continue stir-frying for another 3-4 minutes until the pork is cooked through and the vegetables are tender-crisp.""', '9': '""Trim and slice the green onions diagonally. Add them to the skillet along with sesame oil.""', '10': '""Toss everything together for another minute', '11': '""Garnish with sesame seeds if desired.""', '12': '""Serve the pork stir-fry hot over steamed rice or noodles.""'}",951.45,92.32,18.51,0,5.759,56.264,10.175999999999998,22.099,19.909,231.332,0.0,1019.15,4241.94,10114.15,0.0,1.22,313.76,3.267,1.4509999999999998,28.213,2.7740000000000005,0.0,47.0,47.0,47.0,310.052,1.837,0,8.098,0.68,6.26,0,49.727,100.812,1183.763,197.194,0,0,0.682,143.14700000000002,2249.436,3717.868,0.0,0.0,0.0,0
200332,recipe,,Pork Mains,Pork Carnitas,"['Pork shoulder (boneless)', 'Salt', 'Black pepper', 'Cumin', 'Garlic powder', 'Onion powder', 'Oregano', 'Orange', 'Lime', 'Bay leaves', 'Vegetable oil']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Cut the pork shoulder into large chunks', '3': '""In a small bowl', '4': '""Rub the spice mixture all over the pork chunks', '5': '""Place the seasoned pork chunks in a Dutch oven or heavy-bottomed pot.""', '6': '""Squeeze the juice of the orange and lime over the pork', '7': '""Add bay leaves to the pot.""', '8': '""Cover the pot with a lid and transfer it to the preheated oven.""', '9': '""Braise the pork in the oven for 2.5 to 3 hours', '10': '""Once the pork is cooked', '11': '""Using two forks', '12': '""Heat vegetable oil in a large skillet over medium-high heat.""', '13': '""Transfer the shredded pork to the skillet in batches', '14': '""Cook the pork in the skillet for 5-7 minutes', '15': '""Remove the crispy pork carnitas from the skillet and drain them on paper towels.""', '16': '""Repeat the process with the remaining shredded pork.""', '17': '""Serve the pork carnitas hot'}",335.5,1.205,15.432,0,2.882,30.183,4.119,12.124,12.109,0.0,0.0,14.41,14.41,93.01,151.96,0.0,168.99,0.102,0.06,0.464,0.092,0.0,36.68,36.68,36.68,11.064,0.0,0,73.622,0.0,5.09,0,32.79,55.02,23.58,13.1,0,0,0.071,0.262,227.94,5.24,0.0,0.0,0.0,0
200333,recipe,,Pork Mains,Pork Schitzel,"['Pork loin chops (boneless)', 'Salt', 'Black pepper', 'All-purpose flour', 'Eggs', 'Breadcrumbs', 'Vegetable oil', 'Lemon wedges']","{'1': '""Place each pork loin chop between two sheets of plastic wrap. Using a meat mallet or rolling pin', '2': '""Season both sides of the pork chops with salt and black pepper.""', '3': '""Prepare three shallow dishes: one with all-purpose flour', '4': '""Dredge each pork chop in the flour', '5': '""Dip the floured pork chops into the beaten eggs', '6': '""Finally', '7': '""Heat vegetable oil in a large skillet over medium-high heat until hot but not smoking.""', '8': '""Carefully place the breaded pork chops in the skillet', '9': '""Fry the pork schnitzels for about 3-4 minutes on each side', '10': '""Once cooked', '11': '""Serve the pork schnitzels hot'}",1125.0,0.0,0.0,0,0.0,125.0,17.078,50.394,50.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,0.0,0.0,20.225,0,136.625,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200334,recipe,,Pork Mains,Pork Tacos,"['Pork shoulder', 'Salt', 'Black pepper', 'Cumin', 'Chili powder', 'Garlic powder', 'Onion powder', 'Olive oil', 'Corn tortillas', 'Red onion', 'Fresh cilantro', 'Lime', 'Avocado', 'Sour cream']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Trim excess fat from the pork shoulder and cut it into large chunks.""', '3': '""In a small bowl', '4': '""Rub the spice mixture all over the pork chunks', '5': '""Heat olive oil in a large oven-safe skillet or Dutch oven over medium-high heat.""', '6': '""Add the seasoned pork chunks to the skillet and sear on all sides until browned.""', '7': '""Once the pork is browned', '8': '""Roast the pork in the oven for 2.5 to 3 hours', '9': '""While the pork is cooking', '10': '""Once the pork is cooked', '11': '""Warm the corn tortillas in a dry skillet or in the oven.""', '12': '""To assemble the tacos', '13': '""Drizzle with sour cream if desired.""', '14': '""Serve the pork tacos hot and enjoy!""'}",1145.46,23.564,108.893,0,16.816000000000003,71.904,15.012,43.513000000000005,8.083,29.755,86.52,103.81,48.24,143.655,56.28,0.0,623.51,1.117,0.852,10.395,0.671,84.71,220.905,366.685,307.58500000000004,58.362,0.361,0,22.435,0.519,11.165,0,51.898,183.465,332.105,111.82,0,0,0.622,39.778000000000006,1351.93,1016.085,0.0,0.0,0.0,0
200338,recipe,,Pork Mains,Pork Dumplings (Potstickers),"['Ground pork', 'Napa cabbage', 'Green onions', 'Garlic cloves', 'Ginger', 'Soy sauce', 'Sesame oil', 'Cornstarch', 'Salt', 'Black pepper', 'Round dumpling wrappers', 'Vegetable oil', 'Water']","{'1': '""Finely chop the Napa cabbage', '2': '""In a large mixing bowl', '3': '""Prepare a small bowl of water for sealing the dumplings.""', '4': '""To assemble the dumplings', '5': '""Dip your finger in the water and moisten the edge of the wrapper.""', '6': '""Fold the wrapper in half to form a half-moon shape', '7': '""Repeat the process with the remaining wrappers and pork mixture until all dumplings are assembled.""', '8': '""Heat vegetable oil in a large skillet over medium heat.""', '9': '""Once the oil is hot', '10': '""Cook the dumplings for 2-3 minutes', '11': '""Pour water into the skillet', '12': '""Cover the skillet with a lid and let the dumplings steam for 8-10 minutes', '13': '""Remove the lid and let the dumplings cook for an additional 1-2 minutes to crisp up the bottoms.""', '14': '""Once cooked', '15': '""Serve the pork dumplings hot with your favorite dipping sauce'}",1488.149,120.333,4.002000000000001,0,0.483,106.667,27.424,43.985,24.583,371.945,9.072,9.072,0.0,0.36,0.0,0.0,1.26,3.083,1.379,29.371,2.676,0.0,13.451999999999998,13.451999999999998,13.451999999999998,292.968,3.084,0,1.174,4.082,5.615,0,34.983,116.818,1061.382,133.31199999999998,0,0,0.353,189.264,1717.6950000000002,3312.223,0.0,0.0,0.0,0
